Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Status
hbr-2712-auto-silver,Hanboro WorldMaster – 3D Globe Carve Automatic Watch | Central Flywheel Edition (Silver),"<p>The Hanboro WorldMaster – Globe Carve Edition celebrates the art of world-class horology. Its striking dial features 3D hand-carved continents floating over a deep royal blue base, centered around a mesmerizing open flywheel. A curved crystal dome amplifies the depth of the sculpture, while the leather strap and butterfly clasp complete the elegance. A statement timepiece for collectors who appreciate global artistry and mechanical mastery.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-2712-AUTO-SILVER",TRUE,Title,Default Title,HBR-2712-AUTO-SILVER,250,shopify,10,continue,manual,29599,36999,TRUE,TRUE,HBR-2712-AUTO-SILVER,https://hanborowatches.in/transparent/world-globe.webp,1,active
hbr-2712-auto-rg-tiranga,Hanboro WorldMaster Tricolour – 3D Globe Open-Heart Automatic Watch (Rose Gold),"<p>The Hanboro WorldMaster Tricolour Edition is a bold expression of identity and global vision. Its extraordinary dial showcases 3D hand-carved continents rising from a deep royal blue base At the heart, an open flywheel reveals the living mechanics beneath — a reminder that time moves with purpose. The dial’s saffron, white, and green accents create a striking tri-tone composition, symbolising strength, balance, and ambition.

The sculpted world map appears almost suspended beneath the curved crystal, delivering remarkable depth and dimension. Paired with a premium leather strap and butterfly clasp, this timepiece blends cultural character with mechanical artistry.

Crafted for leaders, collectors, and visionaries — the WorldMaster Tricolour is not just worn. It is represented.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-2712-AUTO-RG-TIRANGA",TRUE,Title,Default Title,HBR-2712-AUTO-RG-TIRANGA,250,shopify,10,continue,manual,29599,36999,TRUE,TRUE,HBR-2712-AUTO-RG-TIRANGA,https://hanborowatches.in/transparent/hbr-2712-auto-rg-tiranga.webp,1,active
hbr-2712-auto-slv-tiranga,Hanboro WorldMaster Tricolour – 3D Globe Open-Heart Automatic Watch (Silver),"<p>The Hanboro WorldMaster Tricolour Edition is a bold expression of identity and global vision. Its extraordinary dial showcases 3D hand-carved continents rising from a deep royal blue base At the heart, an open flywheel reveals the living mechanics beneath — a reminder that time moves with purpose. The dial’s saffron, white, and green accents create a striking tri-tone composition, symbolising strength, balance, and ambition.

The sculpted world map appears almost suspended beneath the curved crystal, delivering remarkable depth and dimension. Paired with a premium leather strap and butterfly clasp, this timepiece blends cultural character with mechanical artistry.

Crafted for leaders, collectors, and visionaries — the WorldMaster Tricolour is not just worn. It is represented.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-2712-AUTO-SLV-TIRANGA",TRUE,Title,Default Title,HBR-2712-AUTO-SLV-TIRANGA,250,shopify,10,continue,manual,29599,36999,TRUE,TRUE,HBR-2712-AUTO-SLV-TIRANGA,https://hanborowatches.in/transparent/hbr-2712-auto-slv-tiranga.webp,1,active
hbr-981-auto-gold,Hanboro Frozen Planet – Summit Edition Automatic Watch | 3D Mountain Dial (Royal Gold),"<p>The Hanboro Frozen Planet – Summit Edition captures the clash of elements with a breathtaking 3D dial featuring golden peaks and snow-covered mountains. The open-heart mechanics,and integrated compass create a true explorer’s aesthetic. Crafted in precision 304 steel with luminous detailing and a premium silicone strap, this timepiece blends adventure with artistry—made for those who conquer both summits and style.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-981-AUTO-GOLD",TRUE,Title,Default Title,HBR-981-AUTO-GOLD,250,shopify,10,continue,manual,35999,44999,TRUE,TRUE,HBR-981-AUTO-GOLD,https://hanborowatches.in/transparent/hbr-981-auto-gold.webp,1,active
hbr-2712-auto-rgold,Hanboro WorldMaster – 3D Globe Carve Automatic Watch | Central Flywheel Edition (Rose Gold),"<p>The Hanboro WorldMaster – Globe Carve Edition celebrates the art of world-class horology. Its striking dial features 3D hand-carved continents floating over a deep royal blue base, centered around a mesmerizing open flywheel. A curved crystal dome amplifies the depth of the sculpture, while the leather strap and butterfly clasp complete the elegance. A statement timepiece for collectors who appreciate global artistry and mechanical mastery.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-2712-AUTO-RGOLD",TRUE,Title,Default Title,HBR-2712-AUTO-RGOLD,250,shopify,10,continue,manual,29599,36999,TRUE,TRUE,HBR-2712-AUTO-RGOLD,https://hanborowatches.in/transparent/hbr-2712-auto-rgold.webp,1,active
hbr-945-3-auto-black,Hanboro CarbonX ChronoTech – Tonneau Skeleton Automatic Watch | Carbon Fiber Edition (Black),"<p>The Hanboro CarbonX ChronoTech brings racing DNA to the wrist with its bold tonneau-shaped carbon fiber case and multi-layer skeleton mechanics. Powered by a Japanese multifunction automatic movement, it features luminous detailing, 24-hour display, and a precision small-seconds dial. A sapphire crystal and quick-release silicone strap complete this high-performance luxury machine — crafted for those who live fast and think bold.</p><p><strong>Movement:</strong> Japanese Multifunction Automatic movement
Carbon fiber case construction
Power Reserve: 42 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-945-3-AUTO-BLACK",TRUE,Title,Default Title,HBR-945-3-AUTO-BLACK,250,shopify,10,continue,manual,35999,44999,TRUE,TRUE,HBR-945-3-AUTO-BLACK,https://hanborowatches.in/transparent/hbr-945-3-auto-black.webp,1,active
hbr-945-3-auto-white,Hanboro CarbonX ChronoTech – Tonneau Skeleton Automatic Watch | Carbon Fiber Edition (White),"<p>The Hanboro CarbonX ChronoTech brings racing DNA to the wrist with its bold tonneau-shaped carbon fiber case and multi-layer skeleton mechanics. Powered by a Japanese multifunction automatic movement, it features luminous detailing, 24-hour display, and a precision small-seconds dial. A sapphire crystal and quick-release silicone strap complete this high-performance luxury machine — crafted for those who live fast and think bold.</p><p><strong>Movement:</strong> Japanese Multifunction Automatic movement
Carbon fiber case construction
Power Reserve: 42 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-945-3-AUTO-WHITE",TRUE,Title,Default Title,HBR-945-3-AUTO-WHITE,250,shopify,10,continue,manual,35999,44999,TRUE,TRUE,HBR-945-3-AUTO-WHITE,https://hanborowatches.in/transparent/hbr-945-3-auto-white.webp,1,active
hbr-8022-1-auto-stellar,Hanboro StellarComplication – Celestial Skeleton Automatic Watch,"<p>A masterpiece of mechanical artistry, the Hanboro StellarComplication blends a full-skeleton dial with day, date, month, and moon-phase displays—crafted for true collectors. The diamond-cut steel case, sapphire-bright crystal, and luminous detailing give it a commanding presence from day to night. Paired with a solid steel bracelet, it’s a premium complication watch built for those who appreciate depth, detail, and distinction.</p><p><strong>Movement:</strong> Automatic mechanical movement
Skeleton open-heart design
Power Reserve: ~40 hours
Frequency 21600 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-8022-1-AUTO-STELLAR",TRUE,Title,Default Title,HBR-8022-1-AUTO-STELLAR,250,shopify,10,continue,manual,33599,41999,TRUE,TRUE,HBR-8022-1-AUTO-STELLAR,https://hanborowatches.in/transparent/hbr-8022-1-auto-stellar.webp,1,active
hbr-900-3-auto-black,Hanboro CarbonForge – Full Carbon Skeleton Automatic Watch,"<p>The Hanboro CarbonForge is built for collectors who crave bold engineering. Its carbon-fiber steel case frames a fully openworked dial with week, month, and date displays, powered by the JHS19 automatic movement. Luminous accents ignite the skeleton bridges at night, while a sapphire-grade crystal and transparent caseback reveal every mechanical detail. Finished with a premium silicone strap, this 44.5mm timepiece is crafted for those who live fast and lead with style.</p><p><strong>Movement:</strong> JHS19 automatic mechanical movement
Power Reserve: 40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-900-3-AUTO-BLACK",TRUE,Title,Default Title,HBR-900-3-AUTO-BLACK,250,shopify,10,continue,manual,29599,36999,TRUE,TRUE,HBR-900-3-AUTO-BLACK,https://hanborowatches.in/transparent/hbr-900-3-auto-black.webp,1,active
hbr-aero-997-rg-blk,AeroTwin 997 Series – Dual Movement Skeleton Watch (Rose Gold & Black Edition),"<p>The AeroTwin 997 Series is an exploration of precision, form, and mechanical expression.

Defined by its dual-engine architecture, the dial reveals a controlled interplay between movement and structure. A partially open-worked design exposes the rhythm of the mechanism, while maintaining a sense of balance and restraint.

Crafted in 304 stainless steel with a rose gold finish, the case reflects strength with refinement. The black strap anchors the composition, offering contrast and continuity.

Every detail serves a purpose. Nothing is excess.

The AeroTwin 997 Series is not simply worn. It is experienced.</p><p><strong>Movement:</strong> Automatic Multifunction movement
304 Stainless Steel case
Power Reserve: 40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-AERO-997-RG-BLK",TRUE,Title,Default Title,HBR-AERO-997-RG-BLK,250,shopify,10,continue,manual,43999,54999,TRUE,TRUE,HBR-AERO-997-RG-BLK,https://hanborowatches.in/catalog/hbr-aero-997-rg-blk-front.png,1,active
hbr-aero-997-blk,AeroTwin 997 Series – Dual Movement Skeleton Watch (Black Edition),"<p>The AeroTwin 997 Series is an exploration of precision, form, and mechanical expression.

Defined by its dual-engine architecture, the dial reveals a controlled interplay between movement and structure. A partially open-worked design exposes the rhythm of the mechanism, while maintaining a sense of balance and restraint.

Crafted in 304 stainless steel with a rose gold finish, the case reflects strength with refinement. The black strap anchors the composition, offering contrast and continuity.

Every detail serves a purpose. Nothing is excess.

The AeroTwin 997 Series is not simply worn. It is experienced.</p><p><strong>Movement:</strong> Automatic Multifunction movement
304 Stainless Steel case
Power Reserve: 40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-AERO-997-BLK",TRUE,Title,Default Title,HBR-AERO-997-BLK,250,shopify,10,continue,manual,43999,54999,TRUE,TRUE,HBR-AERO-997-BLK,https://hanborowatches.in/catalog/hbr-aero-997-blk-front.png,1,active
hbr-aero-997-silver,AeroTwin 997 Series – Dual Movement Skeleton Watch (Silver Edition),"<p>The AeroTwin 997 Series is an exploration of precision, form, and mechanical expression.

Defined by its dual-engine architecture, the dial reveals a controlled interplay between movement and structure. A partially open-worked design exposes the rhythm of the mechanism, while maintaining a sense of balance and restraint.

Crafted in 304 stainless steel with a rose gold finish, the case reflects strength with refinement. The black strap anchors the composition, offering contrast and continuity.

Every detail serves a purpose. Nothing is excess.

The AeroTwin 997 Series is not simply worn. It is experienced.</p><p><strong>Movement:</strong> Automatic Multifunction movement
304 Stainless Steel case
Power Reserve: 40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-AERO-997-SILVER",TRUE,Title,Default Title,HBR-AERO-997-SILVER,250,shopify,10,continue,manual,43999,54999,TRUE,TRUE,HBR-AERO-997-SILVER,https://hanborowatches.in/catalog/hbr-aero-997-silver-front.png,1,active
hbr-zodiac-1027-2-blue,Hanboro Celestia Astryx Automatic Zodiac Timepiece – Rose Gold & Blue Dial,"<p>The Hanboro Celestia Astryx is a statement of celestial precision and mechanical artistry. Inspired by the movement of the cosmos, this timepiece features an intricately crafted zodiac dial paired with a visible open-heart mechanical system, offering a glimpse into the complexity of its automatic movement.

Encased in a refined rose gold finish and complemented by a deep blue leather strap, the watch embodies both elegance and innovation. The multi-dimensional dial, enhanced with planetary-inspired elements, creates a distinctive visual experience that sets it apart from conventional timepieces.

Engineered with precision and designed for those who appreciate individuality, the Celestia Astryx is not just a watch — it is a reflection of time, space, and craftsmanship.</p><p><strong>Movement:</strong> Automatic mechanical movement
304 Stainless Steel case, 45.5mm
Power Reserve: ~40 hours
Frequency 21600 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-ZODIAC-1027-2-BLUE",TRUE,Title,Default Title,HBR-ZODIAC-1027-2-BLUE,250,shopify,10,continue,manual,40799,50999,TRUE,TRUE,HBR-ZODIAC-1027-2-BLUE,https://hanborowatches.in/catalog/hbr-zodiac-1027-2-blue-front.png,1,active
hbr-zodiac-1027-2-black,Hanboro Celestia Astryx Automatic Zodiac Timepiece – Rose Gold & Black Dial,"<p>The Hanboro Celestia Astryx is a statement of celestial precision and mechanical artistry. Inspired by the movement of the cosmos, this timepiece features an intricately crafted zodiac dial paired with a visible open-heart mechanical system, offering a glimpse into the complexity of its automatic movement.

Encased in a refined rose gold finish and complemented by a black leather strap, the watch embodies both elegance and innovation. The multi-dimensional dial, enhanced with planetary-inspired elements, creates a distinctive visual experience that sets it apart from conventional timepieces.

Engineered with precision and designed for those who appreciate individuality, the Celestia Astryx is not just a watch — it is a reflection of time, space, and craftsmanship.</p><p><strong>Movement:</strong> Automatic mechanical movement
304 Stainless Steel case, 45.5mm
Power Reserve: ~40 hours
Frequency 21600 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-ZODIAC-1027-2-BLACK",TRUE,Title,Default Title,HBR-ZODIAC-1027-2-BLACK,250,shopify,10,continue,manual,40799,50999,TRUE,TRUE,HBR-ZODIAC-1027-2-BLACK,https://hanborowatches.in/catalog/hbr-zodiac-1027-2-black-front.png,1,active
hbr-1308-auto-sapphire,Hanboro SeaKing Sapphire – Automatic Multi-Function Diver Watch,"<p>Bold, refined, and built for the deep — the Hanboro SeaKing Sapphire blends a ceramic bezel with a wave-pattern skeleton dial for a truly premium look. Powered by a reliable 82S7 automatic movement, it features a 24-hour subdial, open-heart flywheel, and luminous markers for perfect visibility. Finished with a stainless-steel bracelet and 50M water resistance, it’s a standout choice for collectors who want style, engineering, and everyday durability.</p><p><strong>Movement:</strong> Japanese Automatic movement
Multi-Function diver
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1308-AUTO-SAPPHIRE",TRUE,Title,Default Title,HBR-1308-AUTO-SAPPHIRE,250,shopify,10,continue,manual,42399,52999,TRUE,TRUE,HBR-1308-AUTO-SAPPHIRE,https://hanborowatches.in/catalog/hbr-1308-auto-sapphire-front.png,1,active
hbr-902-auto-a200-silver,Hanboro A200 Reserve – Automatic Power Reserve Stainless Steel Watch,"<p>The Hanboro A200 Reserve is a study in precision and restraint. Designed with a clean sunburst silver dial and sharp blue hands, it reflects the philosophy that true luxury lies in clarity and engineering.

Powered by the A200 automatic mechanical movement, the watch features a dedicated power reserve indicator and small seconds display — subtle complications that reveal its technical depth without disturbing its minimalist balance.

Encased in finely polished stainless steel and protected by sapphire crystal, the A200 Reserve delivers durability with refined presence. The exhibition caseback allows a glimpse into its mechanical heartbeat, reinforcing the craftsmanship within.

Paired with a sculpted steel bracelet and butterfly clasp, this timepiece is built for modern professionals who value precision over excess and structure over noise.

Understated. Engineered. Timeless.</p><p><strong>Movement:</strong> Japanese Automatic</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-902-AUTO-A200-SILVER",TRUE,Title,Default Title,HBR-902-AUTO-A200-SILVER,250,shopify,10,continue,manual,18399,22999,TRUE,TRUE,HBR-902-AUTO-A200-SILVER,https://hanborowatches.in/catalog/hbr-902-auto-a200-silver-front.png,1,active
